Business_Area,Country_Desc,Company_Nam,Cust_ID,Material_ID,month,Year,Quantity,Revenue
NULL,NULL,UK01 - ATT,2442,2622,4,2015,0,0
BA-E Service,Canada,CA10 - ATT,1200,5155,8,2015,1,145.39
BA-E Service,Germany,4900 - ATT,1880,5597,4,2015,0,282
BA-E Service,France,9300 - ATT,2998,743,6,2016,3,56.67
BA-E New Machines,United States,US10 - ATT,1324,4775,1,2016,28,1692.45
BA-E Service,China,4500 - ATT,418,1768,5,2015,2,37.43
BA-E Service,France,NL50 - Roya,862,3346,9,2015,1,210.75
BA-E Service,South Africa,4500 - ATT,358,624,11,2015,2,3.26
BA-E Service,Norway,4500 - ATT,393,2195,5,2015,2,638.64
NULL,Brazil,NULL,376,6275,12,2016,10000,1400
BA-E Service,Belgium,7000 - ATT,1676,2238,4,2016,4,96.17
BA-E Service,United States,US20 - ATT,3486,5075,2,2016,250,858.33
BA-E Service,France,4500 - ATT,419,1272,11,2016,4,482.42
BA-E New Machines,Canada,CA50 - ATT,1299,1952,6,2015,1,594.46
BA-E New Machines,Netherlands,NL50 - Roya,583,3254,10,2016,15,3264
BA-E Service,France,4500 - ATT,418,517,4,2015,8,166.52
BA-E Service,Germany,4500 - ATT,419,2276,3,2015,180,0
BA-E Service,Germany,4900 - ATT,2638,1165,1,2015,1,592.32
NULL,Spain,NULL,398,6275,1,2014,8000,75600
BA-E Service,China,CN01 - ATT,1579,2643,6,2015,50,1326.48
BA-E Service,Brazil,BR10 - ATT,3040,6275,10,2016,50,22.64
NULL,France,NULL,398,6275,11,2016,0,319680
BA-E New Machines,Australia,DE10 - ATT,377,3679,2,2015,1,266.62
BA-E Service,Turkey,9000 - WS T,2521,1116,11,2016,10,4860.42
BA-E Service,United States,6500 - ATT,1436,2358,9,2016,8,7342.1
BA-E Service,Germany,4900 - ATT,1803,852,7,2016,1,7.17
BA-E Service,Germany,DE15 - ATT,117,4095,8,2016,10,109.6
BA-E New Machines,United States,US10 - ATT,3435,2762,12,2016,1,225.2
BA-E Service,Argentina,4500 - ATT,418,1188,10,2015,3,142.79
BA-E Service,France,9300 - ATT,2434,524,3,2015,2,1.58
BA-E Service,United States,6500 - ATT,1261,524,9,2015,0,14.71
BA-E Service,Denmark,DK10 - ATT,377,3444,12,2016,1,48.68
NULL,Denmark,NULL,398,6275,4,2015,6000,52260
BA-E New Machines,China,4500 - ATT,388,1569,8,2016,-3,0
BA-E Service,Germany,4900 - ATT,2629,5597,10,2015,0,649.73
BA-E New Machines,Canada,CA50 - ATT,1203,2249,7,2015,1,0
BA-E New Machines,Netherlands,NL50 - Roya,1637,3278,11,2015,2,26.55
BA-E Service,Peru,4500 - ATT,2744,1673,2,2016,1,223.99
BA-E Service,France,FR50 - ATT,3399,3870,6,2016,3,89.46
BA-E Service,United States,US10 - ATT,3100,4978,7,2016,2,708.26
BA-E Service,Netherlands,NL10 - ATT,1746,5271,9,2015,5,0
BA-E New Machines,United States,US10 - ATT,3101,4287,5,2016,2,834.84
NULL,NULL,DK10 - ATT,2442,3461,11,2015,0,0
BA-E Service,United States,US50 - ATT,741,2004,10,2016,2,23.22
BA-E Service,Japan,8700 - ATT,2300,1171,6,2015,0,0.39
BA-E New Machines,China,CN01 - ATT,3214,4338,11,2015,16,2433.22
BA-E Service,Russian Federation,RU01 - LLCÃ,83,3305,3,2016,28,83.86
BA-E New Machines,Germany,DE15 - ATT,259,5219,8,2016,0,0
BA-E New Machines,Austria,NL50 - Roya,362,3310,2,2016,5,522.8
NULL,NULL,DE10 - ATT,2442,4045,2,2016,0,0
BA-E Service,Hungary,4500 - ATT,365,195,8,2016,1,3.78
BA-E Service,Brazil,2900 - ATT,2329,5804,5,2015,4,17.7
BA-E Service,Canada,CA50 - ATT,1722,2109,1,2016,1,59.35
BA-E Service,Japan,8700 - ATT,3544,617,5,2015,10,1.13
BA-E Service,Mexico,4500 - ATT,418,1162,3,2016,2,218
BA-E Service,Belgium,DE10 - ATT,377,3879,11,2016,9,158.33
BA-E New Machines,Netherlands,1010 -ATT,158,6202,5,2016,2000,20814
BA-E New Machines,Germany,NL50 - Roya,2930,3217,4,2016,118,4461.81
BA-E Service,Netherlands,7100 - ATT,2438,1163,1,2016,2,304.46
BA-E Service,United Kingdom,4500 - ATT,388,837,4,2016,-1,-3.42
BA-E Service,Netherlands,NL10 - ATT,1587,5212,4,2015,100,461.81
BA-E Service,Poland,PL10 - ATT,219,4924,6,2016,1,68.34
BA-E Service,Argentina,AR10 - ATT,2119,2579,12,2016,2,70.92
BA-E Service,France,9300 - ATT,3045,1142,7,2015,1,112.7
BA-E Service,Slovenia,2900 - ATT,3413,5747,2,2016,1,510.04
BA-E Service,United States,US20 - ATT,1107,5077,6,2016,3,533.27
BA-E Service,Hungary,AT10 - ATT,2250,2402,7,2016,4,87.13
BA-E Service,Australia,AU10 - ATT,1721,2693,9,2016,8,287.41
BA-E New Machines,Italy,DE10 - ATT,377,348,11,2015,210,110.32
BA-E Service,Belarus,RU01 - LLCÃ,58,4606,1,2016,100,2096.15
BA-E Service,United States,6500 - ATT,2602,5604,7,2016,0,1276.76
BA-E New Machines,Canada,CA50 - ATT,2515,1960,9,2016,2,703.75
BA-E Service,Belgium,BE10 - ATT,297,3639,12,2016,1,2.56
BA-E Service,Canada,CA10 - ATT,1205,4969,4,2015,18,3273.37
BA-E Service,China,8500 - ATT,418,5634,6,2016,0,2592
BA-E Service,United States,US20 - ATT,2139,5072,6,2015,3,2917.48
BA-E Service,Canada,CA10 - ATT,1205,3796,8,2015,0,0
BA-E Service,Japan,8700 - ATT,2181,910,9,2016,0,0.24
BA-E Service,Germany,4900 - ATT,2752,1339,7,2016,2,228
BA-E Service,Germany,2010 - ATT,1342,6174,7,2016,1000,1200
BA-E Service,United States,US20 - ATT,699,5094,10,2015,850,2658.26
BA-E New Machines,Italy,9400 - ATT,418,6037,11,2015,1,1461
BA-E New Machines,United States,US32 - ATT,377,3075,12,2016,267,449.81
BA-E New Machines,United Kingdom,UK01 - ATT,2990,4418,6,2016,0,259.68
BA-E Service,Germany,4500 - ATT,2146,1448,11,2016,4,108.92
BA-E New Machines,Singapore,4500 - ATT,418,5968,7,2015,1,2062.67
BA-E Service,China,4500 - ATT,388,551,2,2016,6,7.23
BA-E Service,Germany,2010 - ATT,3232,19,4,2016,3000,345
BA-E New Machines,Germany,DE15 - ATT,1168,5703,6,2015,0,236.92
BA-E Service,Netherlands,7500 - ATT,1752,1766,10,2015,2,0
BA-E Service,United States,6500 - ATT,2028,1035,11,2016,1,41.01
BA-E Service,United States,6500 - ATT,2604,610,1,2015,6,292.55
BA-E Service,Argentina,AR10 - ATT,1212,4103,11,2015,1,1.32
BA-E Service,Germany,DE15 - ATT,1985,4293,2,2016,8,81.04
BA-E Service,New Zealand,NZ20 - Farm,2721,2687,12,2016,26,753
BA-E Service,Hong Kong,4500 - ATT,418,2232,3,2015,12,6540.46
BA-E Service,Indonesia,8100 - ATT,2663,1198,5,2016,1,30.2
NULL,Germany,NULL,3210,6275,11,2015,50000,33375
BA-E Service,Netherlands,7500 - ATT,1640,6045,12,2015,1,6732.27
BA-E Service,Turkey,DE10 - ATT,377,5136,2,2015,8,7.92
BA-E New Machines,Netherlands,NL50 - Roya,2930,3313,10,2015,2,263.58
BA-E Service,Egypt,7900 - ATT,1072,1142,12,2016,2,234.3
BA-E Service,Slovakia,4200 - ATT,1194,1003,10,2015,2,10.25
NULL,NULL,DK10 - ATT,2442,3401,12,2015,0,0
BA-E New Machines,New Zealand,NZ30 - ATT,377,5464,12,2015,3,300.51
BA-E Service,United States,US20 - ATT,963,5112,1,2015,7,1463.83
BA-E Service,Germany,2010 - ATT,3489,1823,10,2016,2000,17810
BA-E Service,Poland,PL10 - ATT,1317,4501,6,2016,1,2.72
BA-E Service,Argentina,AR10 - ATT,3172,2558,5,2016,1,46.31
BA-E Service,United States,US20 - ATT,3069,5115,7,2015,200,946.32
NULL,China,NULL,398,6275,8,2016,10000,14553.68
BA-E Service,Germany,4500 - ATT,382,735,10,2015,1,11.59
BA-E New Machines,Belgium,DE10 - ATT,377,3518,5,2015,4,100.68
BA-E Service,Spain,ES10 - ATT,190,4588,9,2016,48,1187.52
NULL,United States,6500 - ATT,2068,1764,8,2016,2,305.13
BA-E Service,France,FR50 - ATT,1112,5210,8,2016,0,-46.92
BA-E Service,France,DE10 - ATT,377,3835,1,2016,8,12.24
BA-E New Machines,France,FR50 - ATT,1333,4419,6,2016,0,737.55
BA-E New Machines,France,FR50 - ATT,134,1358,1,2015,4,0
BA-E Service,Austria,2010 - ATT,1360,1845,11,2016,1000,5751
NULL,Germany,NULL,342,6275,8,2016,1000,12231.1
BA-E Service,Canada,CA10 - ATT,869,354,5,2015,2,41.58
BA-E Service,United States,6500 - ATT,2502,1049,7,2015,0,192.97
BA-E New Machines,China,CN01 - ATT,2981,2652,8,2015,6,57.73
BA-E Service,Germany,2900 - ATT,391,5816,1,2016,2,6.93
BA-E New Machines,United Kingdom,UK01 - ATT,677,430,2,2016,2,513.23
BA-E Service,United States,6500 - ATT,1613,845,11,2016,2,962.36
BA-E New Machines,United States,US10 - ATT,16,4868,4,2015,2,336.46
BA-E Service,Australia,AU10 - ATT,3476,3827,8,2015,160,2070.47
BA-E Service,Brazil,BR10 - ATT,1282,3734,9,2016,10,6.72
BA-E Service,United States,6500 - ATT,727,1455,1,2015,4,149.28
BA-E Service,France,4500 - ATT,418,1705,3,2016,50,30.05
BA-E New Machines,Spain,9400 - ATT,418,6063,4,2016,1,6700
BA-E Service,Australia,DE10 - ATT,377,3711,11,2016,30,95.1
BA-E Service,Canada,US10 - ATT,377,4079,5,2015,14,15.59
BA-E Service,United States,3010 - ATT,3008,6139,7,2016,6000,8550
BA-E Service,China,4500 - ATT,388,1565,5,2015,2,0
NULL,NULL,DE10 - ATT,2442,1427,4,2016,0,0
BA-E Service,Morocco,9300 - ATT,2969,1699,10,2015,27,1375.65
BA-E Service,Germany,2010 - ATT,2922,1836,2,2016,5000,74301
BA-E Service,Germany,4500 - ATT,650,547,1,2015,20,76.74
NULL,NULL,DE10 - ATT,2442,4151,9,2015,0,0
BA-E New Machines,United Kingdom,UK01 - ATT,1748,1417,10,2015,1,12.41
BA-E New Machines,Germany,4500 - ATT,414,6121,9,2016,1,6056.28
BA-E Service,Switzerland,CH10 - ATT,3114,4593,3,2015,64,3471.46
BA-E New Machines,Netherlands,1010 -ATT,2272,6277,7,2016,1000,399270
BA-E Service,Netherlands,7500 - ATT,2355,1083,9,2015,0,23.87
BA-E Service,Chile,4500 - ATT,418,707,10,2015,6,6.6
BA-E New Machines,NULL,NULL,2442,6275,7,2016,2000,39210
BA-E Service,Canada,CA10 - ATT,2557,5273,2,2015,10,202.28
NULL,NULL,NL50 - Roya,2442,3168,10,2016,0,0
BA-E Service,Germany,DE15 - ATT,2934,3680,12,2016,4,83.72
BA-E Service,France,4500 - ATT,419,196,5,2015,4,115.11
BA-E Service,United States,US10 - ATT,1309,2907,12,2016,20,0
BA-E Service,United States,6500 - ATT,2604,1032,9,2016,4,334.73
BA-E Service,Netherlands,DE10 - ATT,377,5225,11,2016,2,0
BA-E Service,Russian Federation,RU01 - LLCÃ,70,3980,8,2016,12,113.23
BA-E Service,Serbia,6300 - ATT,3057,509,5,2016,1,49.39
BA-E Service,Germany,DE15 - ATT,627,4115,7,2015,4,112.28
BA-E New Machines,United States,CA50 - ATT,377,2148,7,2015,2,263.54
BA-E Service,Argentina,5400 - ATT,3317,911,8,2016,2,0
BA-E New Machines,Netherlands,NL50 - Roya,564,3260,12,2015,15,4212
BA-E Service,Argentina,DE10 - ATT,377,3885,12,2016,2,9.82
BA-E New Machines,Netherlands,NL10 - ATT,2929,5302,9,2016,1,1642.47
BA-E Service,Korea,4500 - ATT,386,646,8,2016,2,117.76
BA-E Service,Philippines,7500 - ATT,260,1058,7,2016,8,25.84
BA-E Service,Peru,DE12 - ATT,1227,3880,9,2015,1,47.51
NULL,Ireland,NULL,401,6275,10,2016,20000,29050
NULL,Denmark,NULL,398,6275,10,2016,20000,22425
BA-E Service,United States,6500 - ATT,1976,5870,11,2015,1,117.7
NULL,NULL,DK10 - ATT,2442,3409,9,2015,0,0
NULL,Poland,NULL,398,6275,12,2016,12000,0
BA-E Service,Russian Federation,RU01 - LLCÃ,99,4590,3,2015,4,499.79
BA-E Service,France,9300 - ATT,1703,5601,3,2015,0,72.5
BA-E Service,United States,US10 - ATT,2490,4765,1,2015,2,25.05
BA-E Service,Argentina,4500 - ATT,418,1091,4,2015,1,6.49
NULL,United States,NULL,3280,6275,9,2015,0,12188670.28
BA-E Service,United States,6500 - ATT,1607,606,10,2016,0,144.09
BA-E New Machines,France,FR50 - ATT,512,1439,12,2015,370,309.49
BA-E Service,Czech Republic,4500 - ATT,418,128,4,2015,5,0
NULL,Turkey,NULL,400,6275,8,2014,0,326374
BA-E Service,Germany,4900 - ATT,2923,297,3,2015,1,2.41
BA-E Service,France,4500 - ATT,419,447,12,2015,1,14.2
BA-E New Machines,United States,US32 - ATT,2725,3078,7,2015,68,163.61
BA-E Service,Netherlands,NL10 - ATT,1252,6275,1,2016,1,33.11
BA-E Service,Argentina,AR10 - ATT,208,2523,11,2016,45,1091.79
BA-E New Machines,China,CN01 - ATT,1697,1465,9,2016,1,2.26
NULL,NULL,NL50 - Roya,2442,6275,8,2016,0,0
BA-E Service,Norway,DK15 - ATT,2765,3765,1,2016,70,23.86
NULL,United States,NULL,388,6275,11,2016,3000,114408.9
BA-E New Machines,Turkey,DE10 - ATT,377,4313,4,2016,1,740.06
BA-E Service,Germany,DE15 - ATT,178,4638,3,2016,3,158.94
BA-E New Machines,Greece,DE10 - ATT,377,3585,10,2015,1,214.09
BA-E Service,Switzerland,4900 - ATT,1771,5610,11,2016,0,182.52
BA-E Service,Germany,US10 - ATT,377,4889,8,2016,2,5.69
BA-E Service,New Zealand,NZ30 - ATT,377,2742,10,2015,1,0.34
BA-E Service,United Arab Emirates,7900 - ATT,1483,407,11,2015,1,4778.78
BA-E New Machines,United States,US10 - ATT,3088,3096,1,2015,4418,9903.79
BA-E Service,Belgium,DE10 - ATT,377,5247,10,2015,1,63.61
BA-E Service,Philippines,4500 - ATT,418,1201,1,2015,1,210.96
BA-E Service,Germany,DE10 - ATT,377,3354,11,2016,0,0
BA-E New Machines,Italy,4500 - ATT,388,6067,7,2016,1,9244.92
BA-E Service,Germany,4500 - ATT,382,1397,8,2015,10,10.21
NULL,NULL,NL50 - Roya,2442,6275,12,2016,0,0
BA-E Service,Netherlands,4500 - ATT,418,1282,1,2016,1,104.35
BA-E Service,Belarus,RU01 - LLCÃ,53,4094,4,2016,248,4306.71
BA-E New Machines,Netherlands,NL50 - Roya,3443,3312,4,2016,1,205.2
BA-E New Machines,United States,US10 - ATT,2429,3060,11,2016,4,35.81
BA-E Service,United States,US20 - ATT,1639,2748,3,2015,6,21.14
BA-E New Machines,United States,US10 - ATT,1604,4826,7,2015,1,127.98
BA-E New Machines,United Kingdom,UK01 - ATT,43,3469,3,2015,1,26.49
NULL,Ireland,NULL,401,6275,9,2015,0,365310
NULL,NULL,RU01 - LLCÃ,2442,4648,6,2016,0,0
BA-E Service,United States,US45 - San,1811,5680,8,2015,0,456.94
BA-E Service,United States,3010 - ATT,1913,1864,10,2016,2000,125870
BA-E Service,Germany,4500 - ATT,418,862,10,2015,2,0
BA-E Service,Germany,4900 - ATT,1882,1288,12,2015,1,1178.1
BA-E New Machines,United States,US10 - ATT,2769,3128,11,2016,2,447.86
BA-E Service,Argentina,AR10 - ATT,276,2547,4,2015,4,30.32
BA-E New Machines,France,DE10 - ATT,377,3839,6,2015,6,166.2
BA-E Service,Colombia,4500 - ATT,359,460,9,2015,2,15.39
BA-E Service,Netherlands,7500 - ATT,1365,848,5,2016,0,9.54
BA-E Service,Switzerland,4900 - ATT,2954,548,7,2016,1,6.19
BA-E Service,United Kingdom,4500 - ATT,388,728,4,2016,1,12.3
BA-E New Machines,Ukraine,DE10 - ATT,416,4185,5,2015,3,78.05
BA-E New Machines,United States,US50 - ATT,435,2320,4,2017,1,0
BA-E Service,Canada,CA10 - ATT,2003,5018,4,2015,14,942.59
BA-E Service,Argentina,AR10 - ATT,1414,2560,12,2016,1,40.55
BA-E New Machines,United States,US50 - ATT,1554,2311,12,2015,3,48831.66
BA-E Service,Canada,CA10 - ATT,2557,4069,11,2015,12,424.65
NULL,Poland,NULL,398,6275,6,2016,1000,31290
NULL,NULL,NL50 - Roya,2442,6275,5,2017,0,0
BA-E Service,Turkey,9000 - WS T,536,1014,12,2016,2,13.99
BA-E Service,United States,US10 - ATT,1652,4965,11,2015,4,313.42
NULL,Denmark,NULL,398,6275,6,2016,3000,16536
BA-E New Machines,Belgium,DE10 - ATT,377,3519,3,2015,25,375.9
BA-E New Machines,China,CN01 - ATT,1649,2648,2,2015,8,15
BA-E Service,Belgium,7000 - ATT,3381,731,3,2016,0,219.76
BA-E Service,Switzerland,CH10 - ATT,3114,3942,11,2016,2,106.87
BA-E Service,United States,US10 - ATT,772,4928,12,2015,1,315.53
BA-E Service,Argentina,AR10 - ATT,3419,2546,8,2015,1,12.14
BA-E Service,Germany,DE15 - ATT,2405,4630,11,2016,1,38.12
BA-E Service,United Kingdom,1210 - ATT,1671,1903,7,2016,2000,2970
BA-E Service,Indonesia,1020 - ATT,2664,1828,2,2016,10000,296604
NULL,NULL,FR20 - ATT,2442,6275,7,2016,0,0
BA-E Service,France,DE10 - ATT,377,3485,11,2015,3,327
BA-E Service,Germany,4500 - ATT,2320,849,3,2016,10,0
BA-E Service,United States,US43 - ATT,249,2842,2,2015,10,3.24
BA-E Service,New Zealand,NZ30 - ATT,377,5512,7,2016,2,35.33
BA-E Service,Canada,US10 - ATT,377,4880,8,2016,1,3.62
BA-E Service,France,FR50 - ATT,2419,3912,7,2015,1,25.88
BA-E Service,Germany,DE10 - ATT,377,3875,3,2016,2,1.95
BA-E Service,China,4500 - ATT,388,1094,1,2015,14,81.8
BA-E Service,Germany,4900 - ATT,2827,1642,10,2015,6,175.58
BA-E Service,United States,US10 - ATT,1906,3778,4,2015,1,25.42
BA-E Service,Germany,DE15 - ATT,1156,4621,10,2015,48,2640
BA-E Service,Greece,4500 - ATT,418,1714,5,2015,6,1.12
BA-E Service,Switzerland,CH10 - ATT,2191,3736,9,2016,200,433.63
BA-E Service,Belgium,1010 -ATT,698,1898,6,2016,2000,23812
BA-E Service,India,8300 - ATT,1918,872,2,2016,2,7.97
NULL,United States,NULL,898,6275,6,2015,17000,317933.23
BA-E Service,Spain,6700 - ATT,1445,1627,8,2015,1,0
BA-E Service,United States,US20 - ATT,1487,5114,1,2016,1200,4607.88
BA-E Service,United States,US10 - ATT,2379,2855,3,2015,1,144.34
BA-E Service,Germany,DE15 - ATT,176,4644,5,2015,12,32.04
BA-E New Machines,Germany,4500 - ATT,1664,433,1,2016,20,0
BA-E Service,Portugal,4500 - ATT,418,335,10,2016,2,8.23
BA-E Service,Germany,DE15 - ATT,2305,4094,10,2015,20,177.6
BA-E Service,Belarus,RU01 - LLCÃ,58,4513,11,2016,4,84.91
BA-E New Machines,Poland,PL10 - ATT,3197,3516,10,2016,4,56.82
BA-E Service,Germany,4900 - ATT,480,5623,11,2015,0,24
BA-E Service,France,NL50 - Roya,781,3325,4,2015,300,1461.14
BA-E New Machines,Canada,CA10 - ATT,2164,5233,4,2016,2,530.95
BA-E New Machines,Austria,AT10 - ATT,1966,3533,3,2016,15,82.05
BA-E New Machines,Germany,DE15 - ATT,485,4136,8,2016,2,41.17
BA-E Service,United States,US10 - ATT,900,4656,1,2015,60,773.28
BA-E Service,Germany,4500 - ATT,382,883,6,2016,1,69.67
BA-E Service,Belgium,BE10 - ATT,994,5260,8,2016,5,47.13
BA-E New Machines,New Zealand,NZ10 - ATT,3117,5489,12,2015,4,81.23
BA-E Service,New Zealand,NZ30 - ATT,377,442,9,2016,2,2.82
BA-E Service,France,4500 - ATT,419,1920,7,2015,1,27.24
BA-E New Machines,France,1310 - ATT,2005,6207,10,2016,2000,267000
BA-E Service,Spain,6700 - ATT,553,5388,10,2016,2,16.49
BA-E New Machines,Austria,AT10 - ATT,3428,3529,11,2015,10,123.5
BA-E Service,Ireland,4500 - ATT,418,790,9,2015,24,6.74
BA-E Service,Belgium,BE10 - ATT,182,3287,9,2015,6,21.36
BA-E Service,Canada,6600 - ATT,871,194,4,2015,1,51.32
BA-E Service,Germany,DE15 - ATT,483,3694,11,2015,10,98.6
BA-E Service,Belgium,4500 - ATT,418,1638,2,2016,2,85.6
BA-E Service,Belarus,4500 - ATT,418,270,8,2015,8,315.04
BA-E Service,France,FR50 - ATT,2871,1515,11,2016,0,-177.3
BA-E Service,Israel,4500 - ATT,1407,629,7,2016,2,13.62
BA-E Service,Switzerland,4900 - ATT,1423,481,4,2015,5,258.76
BA-E Service,Belgium,BE10 - ATT,1466,5719,9,2016,0,56.2
BA-E New Machines,Netherlands,NL50 - Roya,3089,3392,6,2015,30,35.34
BA-E Service,New Zealand,NZ30 - ATT,377,5466,2,2016,1,66.19
BA-E Service,Netherlands,7500 - ATT,3427,1156,3,2015,2,20.62
BA-E Service,Germany,DE15 - ATT,2192,5188,7,2015,1,3646
BA-E New Machines,Belgium,BE10 - ATT,526,2499,10,2015,0,57
BA-E New Machines,Germany,NL50 - Roya,377,3285,9,2016,4,101.96
BA-E Service,United States,US10 - ATT,2631,4875,6,2015,2,116.78
BA-E New Machines,Germany,DE10 - ATT,377,4517,12,2016,4,9372.8
BA-E Service,Germany,2010 - ATT,2442,16,12,2016,10000,666
BA-E Service,Netherlands,7500 - ATT,3059,1196,10,2015,0,164.55
NULL,Germany,NULL,517,6275,5,2016,0,380
BA-E New Machines,France,FR50 - ATT,2694,4046,12,2016,1,416.05
BA-E Service,United States,US10 - ATT,2235,1499,2,2015,10,27.04
BA-E Service,Italy,2900 - ATT,1143,5801,5,2015,2,3.17
BA-E New Machines,Poland,DE10 - ATT,203,4570,9,2016,4,311.65
BA-E Service,Germany,4900 - ATT,1417,1090,4,2016,2,16.62
BA-E Service,United States,6500 - ATT,930,507,2,2015,1,30.34
BA-E Service,United States,6500 - ATT,965,5604,3,2017,0,0
BA-E New Machines,France,FR50 - ATT,1163,3766,12,2015,20,188.58
BA-E Service,Germany,DE15 - ATT,2156,3759,6,2015,50,64.6
BA-E New Machines,Sweden,4500 - ATT,418,5914,12,2015,0,0
BA-E Service,France,4500 - ATT,419,696,9,2016,1,5.73
BA-E New Machines,United States,US50 - ATT,3451,1987,11,2016,1,788.18
BA-E Service,Netherlands,NL50 - Roya,3120,3178,2,2016,5,17.29
BA-E Service,Canada,US10 - ATT,377,4887,10,2016,2,2.75
BA-E Service,Japan,8700 - ATT,3335,329,5,2015,2,0.89
BA-E New Machines,Netherlands,NL50 - Roya,2133,3305,3,2016,4,16.94
BA-E Service,Ireland,UK01 - ATT,377,2623,5,2015,48,6057.53
NULL,NULL,NL50 - Roya,2442,3167,2,2015,0,0
BA-E Service,United States,US10 - ATT,3548,4125,1,2015,34,692.17
BA-E Service,Poland,4500 - ATT,418,1179,11,2015,3,194.85
BA-E New Machines,Netherlands,NL50 - Roya,2170,3341,8,2016,2,105.94
BA-E Service,Brazil,4500 - ATT,375,1209,10,2016,1,328.68
BA-E Service,New Zealand,NZ20 - Farm,343,2679,12,2015,10,269.86
BA-E New Machines,United Kingdom,UK01 - ATT,2733,4461,9,2016,4,665.51
BA-E Service,New Zealand,NZ30 - ATT,377,5506,3,2016,3,20.44
BA-E Service,United Kingdom,6100 - ATT,444,530,12,2015,0,4.68
NULL,Germany,NULL,1419,6275,1,2016,2000,2231.93
NULL,China,NULL,3337,6275,12,2016,1000,8380.88
BA-E New Machines,United States,US10 - ATT,1321,2838,9,2015,1,748.04
BA-E New Machines,Netherlands,DE10 - ATT,377,4324,4,2015,104,201.76
BA-E New Machines,Germany,DE15 - ATT,1802,4285,11,2015,0,0
BA-E Service,Argentina,AR10 - ATT,2153,3710,3,2015,6,10.48
BA-E Service,Netherlands,7500 - ATT,2985,1443,5,2016,1,167.27
BA-E Service,Mexico,4500 - ATT,418,2332,9,2016,1,2504.55
BA-E Service,Germany,DE15 - ATT,2696,4610,9,2016,2,164.72
BA-E New Machines,Iceland,4500 - ATT,743,5916,11,2015,0,0
BA-E New Machines,Germany,2010 - ATT,3490,6204,10,2016,3000,917569
BA-E New Machines,Netherlands,NL10 - ATT,1588,4426,1,2015,0,585
BA-E Service,United States,US20 - ATT,1787,2852,12,2015,1,32.41
BA-E Service,United States,US45 - San,1152,2743,4,2015,4,2.85
NULL,India,4500 - ATT,418,1621,6,2016,40,713.42
BA-E Service,United States,US10 - ATT,2627,4688,5,2015,4,245.5
BA-E Service,Denmark,4500 - ATT,418,2216,11,2015,1,1385.07
NULL,Belgium,NULL,398,6275,9,2014,1000,1029
BA-E Service,Turkey,4500 - ATT,418,1128,2,2015,1,16.7
NULL,United States,NULL,3325,6275,1,2016,0,15224.97
BA-E Service,Netherlands,7500 - ATT,1020,208,9,2015,0,156
BA-E Service,United States,6500 - ATT,2492,5563,4,2016,1,0
BA-E New Machines,Greece,DE12 - ATT,3475,1409,5,2016,3,21.54
BA-E Service,France,FR50 - ATT,429,856,12,2015,5,19.64
BA-E Service,United States,US10 - ATT,643,4884,8,2016,1,18.52
BA-E Service,Slovakia,DE10 - ATT,362,3531,1,2016,25,28.8
BA-E Service,United States,6500 - ATT,2229,5858,10,2016,1,110.54
BA-E Service,United States,US20 - ATT,3366,5093,6,2015,1000,3262.55
BA-E Service,Germany,DE10 - ATT,377,419,2,2015,48,27.36
BA-E New Machines,Netherlands,NL50 - Roya,1902,3391,11,2015,10,1.75
BA-E Service,Germany,4900 - ATT,2718,771,2,2015,1,127.18
BA-E Service,Sweden,PL10 - ATT,377,4589,6,2015,8,126.49
NULL,Germany,NULL,1582,6275,6,2016,0,380
BA-E New Machines,Norway,4500 - ATT,418,2101,12,2015,0,0
BA-E New Machines,Austria,AT10 - ATT,1833,1511,9,2016,5,181.4
BA-E Service,United States,6500 - ATT,1497,472,1,2016,1,8.01
BA-E Service,Lithuania,PL10 - ATT,562,4590,7,2016,5,658.94
BA-E Service,United States,CA50 - ATT,377,2096,10,2016,1,78.1
BA-E Service,Germany,2010 - ATT,2938,6182,1,2016,2250,15525
BA-E Service,United States,US10 - ATT,1140,2865,3,2016,1,2.12
BA-E Service,United States,US10 - ATT,1906,4966,8,2015,4,792.75
BA-E Service,Austria,DE10 - ATT,362,1500,12,2015,2,4.61
BA-E New Machines,Germany,DE10 - ATT,377,4107,1,2016,4,80.16
BA-E New Machines,Poland,PL10 - ATT,769,3548,6,2016,35,1173.65
BA-E Service,Belgium,BE10 - ATT,3091,5716,7,2015,0,90.9
BA-E Service,Argentina,AR10 - ATT,679,2555,6,2016,2,117.05
BA-E Service,Russian Federation,4500 - ATT,418,2372,12,2015,4,146.78
BA-E Service,Belgium,BE10 - ATT,3412,6275,7,2016,1,31.93
BA-E Service,Germany,4500 - ATT,382,659,5,2015,-1,-63.37
BA-E New Machines,Portugal,ES10 - ATT,3198,4378,7,2016,12,1109.67
BA-E New Machines,Germany,DE10 - ATT,377,5230,9,2015,1,0
BA-E Service,Croatia,AT10 - ATT,377,1406,9,2015,5,152.65
BA-E Service,France,FR50 - ATT,1111,1426,9,2016,5,42.13
BA-E Service,Austria,AT10 - ATT,2186,3809,7,2016,1,233.35
BA-E Service,NULL,BR10 - ATT,724,6275,1,2016,4,1.7
BA-E Service,Germany,DE15 - ATT,2933,1402,1,2016,5,31.02
BA-E Service,United States,6500 - ATT,1569,843,4,2015,0,45.98
BA-E Service,Turkey,4500 - ATT,418,1216,10,2015,4,142.48
